package,lib_path,version,priority,depends,imports,needs_compilation,built,url,source
compareGroups,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.9.1,NA,R (>= 3.5.0),"survival, tools, HardyWeinberg, rmarkdown, knitr, kableExtra,
methods, chron, stats, writexl, flextable, officer, PMCMRplus",no,4.5.0,https://isubirana.github.io/compareGroups/index.html,CRAN
ComplexUpset,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.3,NA,NA,"ggplot2, patchwork, scales, colorspace",no,4.5.0,"https://github.com/krassowski/complex-upset,
https://krassowski.github.io/complex-upset/",CRAN
CompQuadForm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.4,NA,NA,NA,yes,4.5.0,NA,CRAN
config,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.2,NA,NA,yaml (>= 2.1.19),no,4.5.0,"https://rstudio.github.io/config/,
https://github.com/rstudio/config",CRAN
confintr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,R (>= 3.1.0),"boot, stats",no,4.5.0,https://github.com/mayer79/confintr,CRAN
conflicted,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.0,NA,R (>= 3.2),"cli (>= 3.4.0), memoise, rlang (>= 1.0.0)",no,4.5.0,"https://conflicted.r-lib.org/, https://github.com/r-lib/conflicted",CRAN
ConfusionTableR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.4,NA,NA,"dplyr, tidyr, magrittr, caret, purrr, furrr",no,4.5.0,NA,CRAN
conover.test,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.6,NA,NA,NA,no,4.5.0,NA,CRAN
conquer,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.3,NA,R (>= 3.5.0),"Rcpp (>= 1.0.3), Matrix, matrixStats, stats",yes,4.5.0,https://github.com/XiaoouPan/conquer,CRAN
contrast,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.24.2,NA,R (>= 2.10),"nlme, sandwich, rms",no,4.5.0,https://github.com/Alanocallaghan/contrast,CRAN
correlation,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8.8,NA,R (>= 4.1),"bayestestR (>= 0.16.0), datasets, datawizard (>= 1.1.0),
insight (>= 1.3.1), parameters (>= 0.26.0), stats",no,4.5.0,https://easystats.github.io/correlation/,CRAN
corrplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.95,NA,NA,NA,no,4.5.0,https://github.com/taiyun/corrplot,CRAN
corrr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.4,NA,R (>= 3.4),"dplyr (>= 1.0.0), ggplot2 (>= 2.2.0), ggrepel (>= 0.6.5), glue
(>= 1.4.2), purrr (>= 0.2.2), rlang (>= 0.4.0), seriation (>=
1.2-0), tibble (>= 2.0)",no,4.5.0,"https://github.com/tidymodels/corrr, https://corrr.tidymodels.org",CRAN
countrycode,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.1,NA,R (>= 2.10),NA,no,4.5.0,https://vincentarelbundock.github.io/countrycode/,CRAN
covr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.6.4,NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml",yes,4.5.0,"https://covr.r-lib.org, https://github.com/r-lib/covr",CRAN
cowplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.0,NA,R (>= 3.5.0),"ggplot2 (>= 3.5.2), grid, gtable, grDevices, methods, rlang,
scales",no,4.5.0,https://wilkelab.org/cowplot/,CRAN
cpp11,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.2,NA,R (>= 4.0.0),NA,no,4.5.0,"https://cpp11.r-lib.org, https://github.com/r-lib/cpp11",CRAN
crayon,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.3,NA,NA,"grDevices, methods, utils",no,4.5.0,"https://r-lib.github.io/crayon/, https://github.com/r-lib/crayon",CRAN
credentials,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.2,NA,NA,"openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass",no,4.5.0,"https://docs.ropensci.org/credentials/
https://r-lib.r-universe.dev/credentials",CRAN
crosstalk,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.1,NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6",no,4.5.0,"https://rstudio.github.io/crosstalk/,
https://github.com/rstudio/crosstalk",CRAN
crul,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.0,NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime, rlang, lifecycle",no,4.5.0,"https://docs.ropensci.org/crul/, https://github.com/ropensci/crul,
https://books.ropensci.org/http-testing/",CRAN
cubature,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.4,NA,NA,Rcpp,yes,4.5.0,https://bnaras.github.io/cubature/,CRAN
cubelyr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,R (>= 3.3),"dplyr, glue, pillar, purrr, rlang, tibble, tidyselect",no,4.5.0,https://github.com/hadley/cubelyr,CRAN
curl,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,6.4.0,NA,R (>= 3.0.0),NA,yes,4.5.0,https://jeroen.r-universe.dev/curl,CRAN
curry,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.1,NA,NA,NA,no,4.5.0,https://github.com/thomasp85/curry,CRAN
cyclocomp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.1,NA,NA,"callr, crayon, desc, remotes, withr",no,4.5.0,https://github.com/gaborcsardi/cyclocomp,CRAN
DAAG,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.25.6,NA,R (>= 3.5.0),"lattice, latticeExtra, methods, Rdpack",no,4.5.0,https://gitlab.com/daagur/DAAG,CRAN
dadjokeapi,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,R (>= 3.5.0),"httr, beepr, curl, dplyr, png",no,4.5.0,https://github.com/jhollist/dadjokeapi/,CRAN
data.table,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.17.8,NA,R (>= 3.3.0),methods,yes,4.5.0,"https://r-datatable.com, https://Rdatatable.gitlab.io/data.table,
https://github.com/Rdatatable/data.table",CRAN
data.tree,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.0,NA,R (>= 3.5),"R6, stringi, methods",no,4.5.0,https://github.com/gluc/data.tree,CRAN
datadictionary,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,R (>= 4.1.0),"chron, dplyr, haven, labelled, lubridate, openxlsx, stats,
tibble, tidyr, tidyselect,",no,4.5.0,https://github.com/DoctorBJones/datadictionary,CRAN
DataExplorer,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8.4,NA,R (>= 3.6),"data.table (>= 1.13.4), reshape2 (>= 1.4.3), scales (>=
1.1.0), ggplot2, gridExtra, rmarkdown (>= 2.5), networkD3 (>=
0.4), stats, utils, tools, parallel",no,4.5.0,http://boxuancui.github.io/DataExplorer/,CRAN
datapasta,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1.1,NA,R (>= 3.3.0),"readr (>= 1.2.0), clipr (>= 0.3.0), rstudioapi (>= 0.6),
methods",no,4.5.0,https://github.com/milesmcbain/datapasta,https://milesmcbain.r-universe.dev
datarium,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,R (>= 3.1.0),NA,no,4.5.0,NA,CRAN
datawizard,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.0,NA,R (>= 4.0),"insight (>= 1.3.1), stats, utils",no,4.5.0,https://easystats.github.io/datawizard/,CRAN
DBI,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.3,NA,"methods, R (>= 3.0.0)",NA,no,4.5.0,"https://dbi.r-dbi.org, https://github.com/r-dbi/DBI",CRAN
dbplyr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.5.0,NA,R (>= 3.6),"blob (>= 1.2.0), cli (>= 3.6.1), DBI (>= 1.1.3), dplyr (>=
1.1.2), glue (>= 1.6.2), lifecycle (>= 1.0.3), magrittr,
methods, pillar (>= 1.9.0), purrr (>= 1.0.1), R6 (>= 2.2.2),
rlang (>= 1.1.1), tibble (>= 3.2.1), tidyr (>= 1.3.0),
tidyselect (>= 1.2.1), utils, vctrs (>= 0.6.3), withr (>=
2.5.0)",no,4.5.0,"https://dbplyr.tidyverse.org/, https://github.com/tidyverse/dbplyr",CRAN
dbscan,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.2,NA,R (>= 3.2.0),"generics, graphics, Rcpp (>= 1.0.0), stats",yes,4.5.0,https://github.com/mhahsler/dbscan,CRAN
dcurver,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9.2,NA,NA,Rcpp (>= 0.12.14),yes,4.5.0,https://github.com/oguzhanogreden/dcurver,CRAN
dcurves,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.0,NA,R (>= 3.5),"broom (>= 0.7.10), dplyr (>= 1.0.5), ggplot2 (>= 3.3.3), glue
(>= 1.4.2), purrr (>= 0.3.4), rlang (>= 0.4.10), scales (>=
1.1.1), survival, tibble (>= 3.1.0)",no,4.5.0,"https://github.com/ddsjoberg/dcurves,
https://www.danieldsjoberg.com/dcurves/",CRAN
DDoutlier,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,NA,"dbscan, proxy, pracma",no,4.5.0,https://github.com/jhmadsen/DDoutlier,GitHub repo = jhmadsen/DDoutlier
deldir,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0-4,NA,R (>= 3.5.0),"graphics, grDevices",yes,4.5.0,NA,CRAN
deltaPlotR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6,NA,"R (>= 2.10.0), MASS",NA,no,4.5.0,NA,CRAN
deming,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4-1,optional,NA,boot,no,4.5.0,NA,CRAN
dendextend,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.19.1,NA,R (>= 3.0.0),"utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis",no,4.5.0,"https://talgalili.github.io/dendextend/,
https://github.com/talgalili/dendextend/,
https://cran.r-project.org/package=dendextend,
https://www.r-statistics.com/tag/dendextend/,
https://doi.org/10.1093/bioinformatics/btv428",CRAN
DEoptimR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-4,NA,NA,stats,no,4.5.0,svn://svn.r-forge.r-project.org/svnroot/robustbase/pkg/DEoptimR,CRAN
Deriv,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.2.0,NA,NA,methods,no,4.5.0,NA,CRAN
desc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.3,NA,R (>= 3.4),"cli, R6, utils",no,4.5.0,"https://desc.r-lib.org/, https://github.com/r-lib/desc",CRAN
describedata,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.1,NA,NA,"dplyr (>= 0.7), forcats, tibble, tidyr, purrr, broom, stringr,
haven, ggplot2, lmtest, rlang",no,4.5.0,https://github.com/craigjmcgowan/describedata,CRAN
DescTools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.99.60,NA,"base, stats, R (>= 4.2.0)","graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10), rstudioapi, Exact, gld, data.table,
readxl, readr, haven, httr, withr, cli, fs",yes,4.5.0,"https://andrisignorell.github.io/DescTools/,
https://github.com/AndriSignorell/DescTools/",CRAN
deSolve,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.40,NA,R (>= 3.3.0),"methods, graphics, grDevices, stats",yes,4.5.0,http://desolve.r-forge.r-project.org/,CRAN
devtools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.4.5,NA,"R (>= 3.0.2), usethis (>= 2.1.6)","cli (>= 3.3.0), desc (>= 1.4.1), ellipsis (>= 0.3.2), fs (>=
1.5.2), lifecycle (>= 1.0.1), memoise (>= 2.0.1), miniUI (>=
0.1.1.1), pkgbuild (>= 1.3.1), pkgdown (>= 2.0.6), pkgload (>=
1.3.0), profvis (>= 0.3.7), rcmdcheck (>= 1.4.0), remotes (>=
2.4.2), rlang (>= 1.0.4), roxygen2 (>= 7.2.1), rversions (>=
2.1.1), sessioninfo (>= 1.2.2), stats, testthat (>= 3.1.5),
tools, urlchecker (>= 1.0.1), utils, withr (>= 2.5.0)",no,4.5.0,"https://devtools.r-lib.org/, https://github.com/r-lib/devtools",CRAN
dfidx,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2-0,NA,R (>= 4.1.0),"Formula, Rdpack",no,4.5.0,https://cran.r-project.org/package=dfidx,CRAN
diagram,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.5,NA,"R (>= 2.01), shape","stats, graphics",no,4.5.0,NA,CRAN
DiagrammeR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.11,NA,R (>= 3.2),"dplyr (>= 1.0.7), glue (>= 1.5.0), htmltools (>= 0.5.2),
htmlwidgets (>= 1.5), igraph (>= 1.4.0), magrittr (>= 1.5),
purrr (>= 0.3.4), RColorBrewer (>= 1.1-2), readr (>= 2.1.1),
rlang (>= 1.1.0), cli, rstudioapi (>= 0.7), scales (>= 1.1),
stringr (>= 1.4), tibble (>= 3.1), tidyr (>= 1.1), viridisLite
(>= 0.4.2), visNetwork (>= 2.1.0)",no,4.5.0,"https://rich-iannone.github.io/DiagrammeR/,
https://github.com/rich-iannone/DiagrammeR",CRAN
dials,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.1,NA,"R (>= 4.1), scales (>= 1.3.0)","cli, DiceDesign, dplyr (>= 0.8.5), glue, hardhat (>= 1.1.0),
lifecycle, pillar, purrr, rlang (>= 1.1.0), sfd, tibble, utils,
vctrs (>= 0.3.8), withr",no,4.5.0,"https://dials.tidymodels.org, https://github.com/tidymodels/dials",CRAN
DiceDesign,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.10,NA,R (>= 2.10),NA,yes,4.5.0,NA,CRAN
dichromat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0-0.1,NA,"R (>= 2.10), stats",NA,no,4.5.0,NA,CRAN
diffdf,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.1,NA,R (>= 3.1.2),"tibble, assertthat, methods",no,4.5.0,"https://gowerc.github.io/diffdf/,
https://github.com/gowerc/diffdf/",CRAN
diffobj,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.6,NA,R (>= 3.1.0),"crayon (>= 1.3.2), tools, methods, utils, stats",yes,4.5.0,https://github.com/brodieG/diffobj,CRAN
difR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,6.0.0,NA,R (>= 3.0.0),"mirt, ltm, lme4, deltaPlotR, DescTools, VGAM, glmnet",no,4.5.0,https://github.com/343Babou/difR,CRAN
digest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.37,NA,R (>= 3.3.0),utils,yes,4.5.0,"https://github.com/eddelbuettel/digest,
https://dirk.eddelbuettel.com/code/digest.html",CRAN
diptest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.77-1,NA,NA,"graphics, stats",yes,4.5.0,https://github.com/mmaechler/diptest,CRAN
distributional,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.0,NA,NA,"vctrs (>= 0.3.0), rlang (>= 0.4.5), generics, stats, numDeriv,
utils, lifecycle, pillar",no,4.5.0,"https://pkg.mitchelloharawild.com/distributional/,
https://github.com/mitchelloharawild/distributional",CRAN
distributions3,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.2,NA,NA,"ggplot2, glue, rlang",no,4.5.0,"https://github.com/alexpghayes/distributions3,
https://alexpghayes.github.io/distributions3/",CRAN
do,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.0.1,NA,R (>= 4.1),"data.table, plyr, tmcn, methods, tidyselect, reshape2, tidyr,
rvest, xml2, crayon, httr, usethis, desc, utils, rstudioapi,
stringr, openxlsx",no,4.5.0,https://github.com/yikeshu0611/do,CRAN
doBy,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.7.0,NA,"R (>= 4.2.0), methods","boot, broom, cowplot, Deriv, dplyr, ggplot2, MASS, Matrix,
modelr, microbenchmark, rlang, tibble, tidyr,",no,4.5.0,https://github.com/hojsgaard/doBy,CRAN
doFuture,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.2,NA,"foreach (>= 1.5.0), future (>= 1.49.0)","future.apply, globals, iterators, parallel, utils",no,4.5.0,"https://doFuture.futureverse.org,
https://github.com/futureverse/doFuture",CRAN
doParallel,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.17,NA,"R (>= 2.14.0), foreach (>= 1.2.0), iterators (>= 1.0.0),
parallel, utils",NA,no,4.5.0,https://github.com/RevolutionAnalytics/doparallel,CRAN
doRNG,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.8.6.2,NA,"R (>= 3.0.0), foreach, rngtools (>= 1.5)","stats, utils, iterators",no,4.5.0,https://renozao.github.io/doRNG/,CRAN
DOT,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1,NA,NA,"V8 (>= 1.0), tools",no,4.5.0,http://haghish.com/dot,CRAN
dotCall64,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2,NA,R (>= 4.0),NA,yes,4.5.0,https://git.math.uzh.ch/reinhard.furrer/dotCall64,CRAN
downlit,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.4,NA,R (>= 4.0.0),"brio, desc, digest, evaluate, fansi, memoise, rlang, vctrs,
withr, yaml",no,4.5.0,"https://downlit.r-lib.org/, https://github.com/r-lib/downlit",CRAN
downloader,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.1,NA,NA,"utils, digest",no,4.5.0,https://github.com/wch/downloader,CRAN
dplyr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.4,NA,R (>= 3.5.0),"cli (>= 3.4.0), generics, glue (>= 1.3.2), lifecycle (>=
1.0.3), magrittr (>= 1.5), methods, pillar (>= 1.9.0), R6,
rlang (>= 1.1.0), tibble (>= 3.2.0), tidyselect (>= 1.2.0),
utils, vctrs (>= 0.6.4)",yes,4.5.0,"https://dplyr.tidyverse.org, https://github.com/tidyverse/dplyr",CRAN
DT,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.33,NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), httpuv, jsonlite
(>= 0.9.16), magrittr, crosstalk, jquerylib, promises",no,4.5.0,https://github.com/rstudio/DT,CRAN
dtplyr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.1,NA,R (>= 3.3),"cli (>= 3.4.0), data.table (>= 1.13.0), dplyr (>= 1.1.0),
glue, lifecycle, rlang (>= 1.0.4), tibble, tidyselect (>=
1.2.0), vctrs (>= 0.4.1)",no,4.5.0,"https://dtplyr.tidyverse.org, https://github.com/tidyverse/dtplyr",CRAN
dtt,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1-2.1,NA,NA,NA,no,4.5.0,"https://www.r-project.org, https://www.komsta.net/",CRAN
dygraphs,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.1.6,NA,R (>= 3.0),"magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)",no,4.5.0,https://github.com/rstudio/dygraphs,CRAN
e1071,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7-16,NA,NA,"graphics, grDevices, class, stats, methods, utils, proxy",yes,4.5.0,NA,CRAN
easyPubMed,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.13,NA,"R(>= 3.1), utils",NA,no,4.5.0,https://www.data-pulse.com/dev_site/easypubmed/,CRAN
echarts4r,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.5,NA,R (>= 4.1.0),"htmlwidgets, dplyr (>= 0.7.0), purrr, countrycode, broom,
shiny, scales, corrplot, htmltools, jsonlite, rstudioapi",no,4.5.0,"https://echarts4r.john-coene.com/,
https://github.com/JohnCoene/echarts4r",CRAN
eeptools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.5,NA,"R (>= 3.5.3), ggplot2","arm, data.table, vcd",no,4.5.0,https://github.com/jknowles/eeptools,CRAN
effectsize,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,R (>= 4.0),"bayestestR (>= 0.16.0), insight (>= 1.3.0), parameters (>=
0.26.0), performance (>= 0.14.0), datawizard (>= 1.1.0), stats,
utils",no,4.5.0,https://easystats.github.io/effectsize/,CRAN
egg,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.5,NA,"gridExtra (>= 2.3), ggplot2","gtable, grid, grDevices, utils",no,4.5.0,NA,CRAN
ellipse,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.0,NA,"R (>= 2.0.0),graphics,stats",NA,no,4.5.0,"https://github.com/dmurdoch/ellipse,
https://dmurdoch.github.io/ellipse/",CRAN
ellipsis,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.2,NA,R (>= 3.2),rlang (>= 0.3.0),yes,4.5.0,"https://ellipsis.r-lib.org, https://github.com/r-lib/ellipsis",CRAN
EloRating,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.46.18,NA,"zoo, sna, network, R (>= 3.2.0)","Rcpp, Rdpack",yes,4.5.0,https://github.com/gobbios/EloRating,CRAN
emmeans,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.11.2,NA,R (>= 4.1.0),"estimability (>= 1.4.1), graphics, methods, mvtnorm, numDeriv,
stats, utils",no,4.5.0,"https://rvlenth.github.io/emmeans/,https://rvlenth.github.io/emmeans/",CRAN
emplik,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3-2,NA,R (>= 3.0),"stats, quantreg",yes,4.5.0,https://www.ms.uky.edu/~mai/EmpLik.html,CRAN
EMT,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.1,NA,NA,NA,no,4.5.0,NA,CRAN
english,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-6,NA,NA,NA,no,4.5.0,NA,CRAN
Epi,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.60,NA,"R (>= 3.5.0), utils","cmprsk, etm, splines, MASS, survival, plyr, dplyr, Matrix,
numDeriv, data.table, zoo, mgcv, magrittr",yes,4.5.0,http://bendixcarstensen.com/Epi/,CRAN
epiDisplay,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.5.0.2,NA,"R (>= 2.6.2), foreign, survival, MASS, nnet",NA,no,4.5.0,NA,CRAN
epiR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.85,NA,"R (>= 3.0.0), survival","BiasedUrn, pander, methods, sf, lubridate, zoo, flextable,
officer",no,4.5.0,NA,CRAN
epitab,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.2,NA,NA,"kableExtra, knitr, MASS, survival, xml2",no,4.5.0,https://github.com/stulacy/epitab,CRAN
epitools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5-10.1,NA,R (>= 2.10),NA,no,4.5.0,NA,CRAN
equatiomatic,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.7,NA,R (>= 3.3.0),"broom (>= 0.7.0), broom.mixed, shiny, knitr, stats, utils",no,4.5.0,"https://github.com/datalorax/equatiomatic,
https://datalorax.github.io/equatiomatic/",CRAN
